partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,label
LXJ_CODE,100000,103,德阳市,四川弥月湾母婴护理有限公司,C,24,APP,2.0,37.3,F,汉,4349.0,4.0,01,FATHER,CHILDREN,1,94.536,四川省,CONSUME,01,,31.173377880569235,104.39348794761126,IOS,,0
LXJ_CODE,100000,105,永州市,鸿易达生活馆,O,17,XCX,4.0,50.2,M,汉,306.0,4.0,01,MATE,COLLEAGUE,1,92.144,湖南省,CONSUME,02,,26.231126573350693,111.63932590060764,ANDROID,,0
LXJ_CODE,100000,103,蚌埠市,安徽盛世传扬电子科技有限公司,G,13,APP,4.0,45.4,M,汉,5551.0,4.0,01,PARENTS,FRIENDS,2,70,安徽省,CONSUME,01,,32.94740158826031,117.36815183431045,ANDROID,,0
JY_CODE,100000,102,威海市,中国人寿财险,J,13,APP,4.0,39.6,M,汉,2477.0,2.0,01,FATHER,FRIENDS,2,97.0,山东省,CONSUME,01,,37.415558331814839,122.18460266155262,ANDROID,,0
LXJ_CODE,100000,105,沈阳市,厚土电力,Z,90,APP,4.0,33.3,M,汉,6055.0,4.0,01,PARENTS,MATE,2,87.401,辽宁省,CONSUME,01,,41.803625298939909,123.58198695240701,ANDROID,false,0
XYF_CODE,10000,,榆林市,榆林市洪宇石化开发有限公司,Z,90,APP,3.0,43.2,M,汉,1267.0,2.0,,FATHER,SIBLING,1,70,陕西省,CONSUME,,12,38.21620445172332,109.54175476958408,ANDROID,,0
LXJ_CODE,100000,102,西安市,西安市牛油果餐饮有限责任公司,I,54,APP,4.0,49.9,F,汉,353.0,2.0,01,PARENTS,SIBLING,3,70,陕西省,CONSUME,01,,34.22992488986147,108.91095202568849,ANDROID,,1
HXQB_CODE,100000,102,重庆市,王利欢个人工作室,Z,90,APP,3.0,31.0,F,汉,890.0,4.0,01,FATHER,FRIENDS,1,88.47,重庆市,CONSUME,01,,29.384744235769305,106.55517689528509,IOS,,0
HXQB_CODE,100000,105,贵阳市,国药控股,J,13,APP,4.0,32.9,F,土家,6036.0,2.0,01,MATE,FRIENDS,1,83.282,贵州省,CONSUME,01,,26.41196758145971,106.66777639202462,ANDROID,,0
XYF_CODE,10000,103,安阳市,河南肯沙迪机械设备有限公司,C,24,XCX,4.0,44.0,F,汉,2785.0,4.0,,PARENTS,FRIENDS,1,70,河南省,CONSUME,,12,36.06187352400035,113.97469064016507,ANDROID,,0
LXJ_CODE,100000,105,娄底市,湖南顾城建筑工程有限公司,Z,90,APP,2.0,46.4,M,汉,995.0,2.0,01,PARENTS,FRIENDS,1,84.325356,湖南省,CONSUME,01,,27.713311,111.319946,ANDROID,false,1
HXQB_CODE,100000,,大连市,庄河市委办公室,S,11,XCX,3.0,37.7,M,汉,3849.0,4.0,01,FRIENDS,FATHER,1,70,辽宁省,CONSUME,01,,39.688192,122.965657,ANDROID,,0
LXJ_CODE,100000,103,宿州市,亮亮服装厂,C,24,APP,3.0,40.8,F,汉,4870.0,4.0,01,PARENTS,SIBLING,1,70,安徽省,CONSUME,01,,27.774342218871888,120.65990484406857,IOS,,0
LXJ_CODE,100000,102,北京市,华冠购物中心,H,54,APP,2.0,39.7,F,汉,3674.0,3.0,01,CHILDREN,FRIENDS,1,92.703,北京市,CONSUME,01,,39.74723512600221,116.14827519688645,ANDROID,false,0
LXJ_CODE,100000,,安陆市,仰建军个人工作室,E,24,APP,3.0,47.7,M,汉,481.0,4.0,01,PARENTS,RELATIVES,1,70,湖北省,CONSUME,01,,31.190799424913195,113.66947781032987,ANDROID,false,0
JY_CODE,100000,102,广州市,自由职业,Z,90,APP,4.0,28.2,M,汉,463.0,4.0,01,PARENTS,FRIENDS,2,70,广东省,CONSUME,01,,23.09114642920374,113.23759398809071,ANDROID,,1
HXQB_CODE,100000,305,北京市,北京瑞辰祥云艺轩研究有限公司,Z,90,APP,2.0,38.3,M,汉,5229.0,4.0,01,FATHER,FRIENDS,1,89.89613,北京市,CONSUME,01,,40.124811804601318,116.67719991971674,IOS,,0
LXJ_CODE,100000,103,成都市,装修公司,E,24,APP,3.0,29.9,M,汉,364.0,2.0,01,SIBLING,FATHER,1,89.853,四川省,CONSUME,01,,29.761828113922,104.86629029665352,IOS,,0
YXM_CODE,,,烟台市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
YXM_CODE,,,阜阳市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
LXJ_CODE,100000,105,沈阳市,山西省运城市福旺养殖场,A,27,APP,2.0,43.7,F,汉,3954.0,4.0,01,FATHER,CHILDREN,2,83.352,辽宁省,CONSUME,01,,35.11179897596928,111.02061159438252,IOS,,0
LXJ_CODE,100000,105,南通市,大原市太钢集团,C,24,APP,2.0,46.2,F,汉,502.0,4.0,01,MATE,FATHER,1,70,江苏省,CONSUME,01,,32.098381123324219,120.74857754760555,ANDROID,false,0
LXJ_CODE,100000,105,湘潭市,水手宝宝婴幼儿早教,P,13,APP,2.0,35.9,F,汉,3975.0,2.0,01,MATE,RELATIVES,1,70,湖南省,CONSUME,01,,27.72747537098751,112.02580856692525,ANDROID,false,0
LXJ_CODE,100000,,邢台市,金拓电线电缆,Z,90,APP,2.0,23.6,M,汉,994.0,3.0,01,PARENTS,SIBLING,2,72.768,河北省,CONSUME,01,,41.780093,81.845935,ANDROID,false,0
XYF_CODE,10000,,泉州市,永丰公司,Z,90,XCX,3.0,35.6,F,汉,4298.0,3.0,,PARENTS,RELATIVES,2,70,福建省,CONSUME,,12,24.534370943926367,117.72753666525954,ANDROID,,0
LXJ_CODE,100000,,泉州市,永丰公司,Z,90,XCX,3.0,35.6,F,汉,4298.0,3.0,01,PARENTS,RELATIVES,2,70,福建省,CONSUME,01,,24.534370943926367,117.72753666525954,ANDROID,,0
LXJ_CODE,100000,105,汉中市,东莞东锐刀具科技有限公司,Z,90,XCX,3.0,23.2,M,回,1061.0,3.0,01,MOTHER,FRIENDS,2,82.888,陕西省,CONSUME,01,,22.781449,113.776299,ANDROID,,0
JY_CODE,100000,310,菏泽市,菏泽市联昊物流有限公司,F,17,APP,3.0,46.2,M,汉,5538.0,2.0,01,PARENTS,FRIENDS,1,89.91269,山东省,CONSUME,01,,35.29954974880872,115.42867075319978,ANDROID,,0
LXJ_CODE,100000,105,成都市,迈途教育,P,13,APP,4.0,35.8,F,汉,3970.0,4.0,01,PARENTS,FRIENDS,1,70,四川省,CONSUME,01,,30.80575862171398,103.90800784114242,ANDROID,,0
JY_CODE,100000,102,福州市,安徽良让置业有限公司,K,17,APP,2.0,48.8,M,汉,99999.0,2.0,01,MATE,COLLEAGUE,1,75.10091,福建省,CONSUME,01,,30.73776191289932,118.93125888190194,ANDROID,,0
JY_CODE,100000,302,焦作市,昊嘉安商贸有限公司,H,54,APP,3.0,39.1,M,汉,3794.0,2.0,01,FATHER,FATHER,1,70,河南省,CONSUME,01,,35.22553253482511,113.3018914214919,ANDROID,,0
LXJ_CODE,100000,102,三门峡市,鸿泰购物中心,H,54,XCX,2.0,37.7,F,汉,4359.0,4.0,01,PARENTS,MATE,1,70,河南省,CONSUME,01,,34.758859,111.845126,ANDROID,,0
LXJ_CODE,100000,102,泰州市,扬子江药业集团,M,11,APP,3.0,25.8,F,汉,1370.0,4.0,01,PARENTS,FRIENDS,2,70,江苏省,CONSUME,01,,32.15413543446815,119.69444263157412,ANDROID,false,0
HXQB_CODE,100000,102,鄂州市,深圳市智睿知新科技有限公司,G,13,APP,3.0,36.1,M,汉,5320.0,3.0,01,MATE,RELATIVES,1,76.90042,湖北省,CONSUME,01,,22.579057639739895,113.89962969178163,ANDROID,,1
LXJ_CODE,100000,105,济南市,济南热电公司,Z,90,APP,3.0,46.7,M,汉,233.0,2.0,01,MATE,FRIENDS,1,82.05,山东省,CONSUME,01,,36.691718477535055,117.00328692126848,ANDROID,,0
LXJ_CODE,100000,105,上海市,上海奕鑫国际物流有限公司,F,17,APP,3.0,41.5,M,汉,3462.0,3.0,01,PARENTS,COLLEAGUE,2,86.555,上海市,CONSUME,01,,31.34667887369792,121.50091417100694,ANDROID,,0
LXJ_CODE,100000,,十堰市,周许超个人工作室,Z,90,XCX,3.0,32.4,M,汉,804.0,4.0,01,MOTHER,FRIENDS,2,90.091,湖北省,CONSUME,01,,32.899922688802086,110.73326931423611,ANDROID,,0
HXQB_CODE,100000,102,大连市,大连金普新区向应街道办事处,S,11,APP,4.0,32.4,F,汉,5168.0,4.0,01,PARENTS,FRIENDS,2,70,辽宁省,CONSUME,01,,39.112663214675148,121.7267071872494,ANDROID,,0
LXJ_CODE,100000,102,南阳市,张晓霞个人工作室,Z,90,XCX,2.0,35.4,F,汉,3975.0,4.0,01,MATE,FATHER,2,87.067,河南省,CONSUME,01,,33.205026715662039,111.07988177819904,ANDROID,false,0
LXJ_CODE,100000,102,锦州市,福山时代购物广场,H,54,XCX,4.0,43.7,F,满,4389.0,4.0,01,MATE,FRIENDS,1,89.55,辽宁省,CONSUME,01,,41.69095137277558,122.1272340273205,ANDROID,,0
JY_CODE,100000,,盐城市,远洋广告,R,17,XCX,2.0,37.5,M,汉,4257.0,3.0,01,MOTHER,COLLEAGUE,2,70,江苏省,CONSUME,01,,33.97222452677585,119.85276615743199,ANDROID,,0
LXJ_CODE,100000,,镇江市,江苏城科建设发展有限公司,E,24,APP,4.0,43.3,M,汉,1079.0,3.0,01,PARENTS,OTHER,1,70,江苏省,CONSUME,01,,32.210894,119.44654,ANDROID,false,0
YXM_CODE,,,安康市,,,,,,,,,,,,,,,,陕西省,,,,,,,,1
YXM_CODE,,,金华市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
LXJ_CODE,100000,,上饶市,雷尔盾威电气有限公司,Z,90,APP,4.0,26.8,M,汉,7037.0,3.0,01,FATHER,FRIENDS,1,81.062,江西省,CONSUME,01,,29.776265,115.738163,ANDROID,false,0
LXJ_CODE,100000,,永州市,东莞唯好塑胶五金制品有限公司,C,24,XCX,2.0,38.2,F,汉,4365.0,2.0,01,MATE,SIBLING,1,70,湖南省,CONSUME,01,,22.815085,114.149722,IOS,,0
HXQB_CODE,100000,105,嘉兴市,浙江寅嘉建设有限公司,E,24,XCX,3.0,39.1,M,汉,4338.0,3.0,01,FATHER,SIBLING,1,82.984,浙江省,CONSUME,01,,30.669658660888672,120.96864318847656,IOS,,0
LXJ_CODE,100000,,上海市,上海致景信息科技有限公司,Z,90,APP,4.0,46.2,M,汉,4495.0,4.0,01,MATE,COLLEAGUE,1,85.65554,上海市,CONSUME,01,,41.151882,80.296546,ANDROID,false,0
HXQB_CODE,100000,309,天水市,七里河区舍穆烤肉店,H,54,APP,2.0,47.6,M,回,587.0,4.0,01,MATE,FRIENDS,1,98.0,甘肃省,CONSUME,01,,36.06985519935069,103.7488247814421,ANDROID,,0
LXJ_CODE,100000,301,太原市,山西省建筑设计研究院,M,11,APP,4.0,39.3,M,汉,5767.0,3.0,01,SIBLING,MATE,1,77.123,山西省,CONSUME,02,,37.8786837948533,112.59685969886948,ANDROID,false,0
LXJ_CODE,100000,,柳州市,佳螺迎客小吃店,I,54,APP,2.0,44.0,M,汉,843.0,3.0,01,PARENTS,FRIENDS,1,70,广西壮族自治区,CONSUME,01,,22.885868,113.075586,ANDROID,false,0
LXJ_CODE,100000,105,日照市,日照市东港区三庄镇文欣打印社,H,54,XCX,4.0,30.1,M,汉,405.0,2.0,01,FATHER,FRIENDS,2,77.25015,山东省,CONSUME,01,,35.579684570511698,119.63080310164335,ANDROID,,0
JY_CODE,100000,103,泰安市,泰安健康服务中心,Z,90,APP,4.0,41.0,M,汉,4853.0,2.0,01,PARENTS,FRIENDS,2,89.515,山东省,CONSUME,01,,36.190162987948898,117.14699134216802,ANDROID,,0
XYF_CODE,10000,307,杭州市,杭叉集团,H,54,APP,2.0,32.8,M,汉,6022.0,2.0,,SIBLING,FATHER,2,87.719,浙江省,CONSUME,,12,30.24474609464887,119.70855493012593,ANDROID,,0
YXM_CODE,,,济南市,,,,,,,,,,,,,,,,山东省,,,,,,,,1
LXJ_CODE,100000,102,唐山市,辽宁朝阳市,H,54,APP,3.0,35.6,M,汉,4731.0,3.0,01,FATHER,FATHER,1,70,河北省,CONSUME,01,,41.64999970999421,120.52039849503164,ANDROID,false,0
LXJ_CODE,100000,103,邯郸市,冀中能源峰峰集团,D,17,APP,4.0,46.8,M,汉,2491.0,4.0,01,MATE,CHILDREN,1,90.537,河北省,CONSUME,01,,36.421097905411926,114.229029944286665,ANDROID,false,0
JY_CODE,100000,403,宁德市,霞姐水产品经营部,Z,90,APP,2.0,35.4,F,汉,6469.0,4.0,01,MOTHER,SIBLING,1,70,福建省,CONSUME,01,,26.597053545966479,119.76226865098029,ANDROID,,0
JY_CODE,100000,103,重庆市,重庆通义光劳务服务有限公司,O,17,APP,3.0,45.0,M,汉,1353.0,2.0,01,PARENTS,FRIENDS,3,90.722,重庆市,CONSUME,01,,31.099628621921789,109.92550581048222,ANDROID,,0
LXJ_CODE,100000,102,扬州市,扬州思程汽车附件有限公司,Z,90,XCX,2.0,38.6,M,汉,3711.0,2.0,01,MATE,COLLEAGUE,1,70,江苏省,CONSUME,01,,32.56225531684028,119.74784233940973,ANDROID,,0
YXM_CODE,,,承德市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
LXJ_CODE,100000,102,自贡市,佛山市通達利科技有限公司,G,13,APP,3.0,47.6,M,汉,4759.0,2.0,01,FRIENDS,MATE,1,70,四川省,CONSUME,01,,22.800141991929004,113.21726500514262,ANDROID,false,0
YXM_CODE,,,银川市,,,,,,,,,,,,,,,,宁夏回族自治区,,,,,,,,0
YXM_CODE,,,大庆市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
LXJ_CODE,100000,,自贡市,世纪佳缘,R,17,APP,3.0,45.0,F,汉,4913.0,3.0,01,FATHER,FRIENDS,3,70,四川省,CONSUME,01,,23.090646,113.398235,ANDROID,false,0
LXJ_CODE,100000,,沧州市,杨雨个人工作室,Z,90,XCX,2.0,35.4,M,汉,3896.0,3.0,01,MATE,FRIENDS,1,70,河北省,CONSUME,01,,37.89497000532099,116.56267287780824,ANDROID,,0
LXJ_CODE,100000,103,成都市,成都市锦江区东大街新中星商业广场,H,54,APP,3.0,30.2,F,汉,504.0,4.0,01,FATHER,RELATIVES,1,92.28683,四川省,CONSUME,01,,30.511158327211687,104.06177554405785,IOS,,0
LXJ_CODE,100000,103,红河哈尼族彝族自治州,张恩菘个人工作室,Z,90,APP,3.0,23.3,M,彝,1344.0,2.0,01,MOTHER,SIBLING,2,73.595894,云南省,CONSUME,01,,28.194461,113.036106,ANDROID,false,0
LXJ_CODE,100000,104,定州市,圆通快递,F,17,APP,2.0,34.3,M,汉,135.0,3.0,01,MATE,FRIENDS,1,70,河北省,CONSUME,02,,38.50969075520833,114.97180935329861,ANDROID,,0
LXJ_CODE,100000,105,安庆市,合肥鸿路钢构,C,24,APP,3.0,40.0,M,汉,3142.0,4.0,01,MATE,FRIENDS,1,70,安徽省,CONSUME,01,,31.821313649380597,117.25976709181755,IOS,false,0
LXJ_CODE,100000,105,攀枝花市,范晓苹个人工作室,Z,90,XCX,2.0,42.2,F,汉,4724.0,4.0,01,MATE,FATHER,1,70,四川省,CONSUME,01,,26.567374008549579,101.73850569569125,ANDROID,,0
JY_CODE,100000,104,无锡市,孙继生个人工作室,Z,90,APP,2.0,39.4,M,汉,3668.0,2.0,01,MATE,FRIENDS,1,93.813,江苏省,CONSUME,01,,31.637429194532055,120.45466575082583,IOS,,0
YXM_CODE,,,苏州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
LXJ_CODE,100000,102,锦州市,山东未来公寓有限公司,Z,90,APP,3.0,26.2,F,汉,416.0,4.0,01,FATHER,MATE,2,83.125,辽宁省,CONSUME,01,,39.97993439989082,116.45391379053764,ANDROID,false,0
LXJ_CODE,100000,103,常州市,江苏德龙镍业有限公司,Z,90,XCX,3.0,36.3,M,汉,4138.0,2.0,01,PARENTS,FATHER,2,70,江苏省,CONSUME,01,,31.9108481099627,119.82069199166381,ANDROID,,0
XYF_CODE,10000,102,广州市,广州皓威科技有限公司,G,13,XCX,3.0,36.3,F,汉,6292.0,2.0,,FATHER,SIBLING,1,79.835,广东省,CONSUME,,12,23.12987562867001,113.29895173842655,ANDROID,,1
LXJ_CODE,100000,103,苏州市,许嘉辉个人工作室,Z,90,XCX,3.0,29.0,M,汉,668.0,4.0,01,MOTHER,SIBLING,1,90.156,江苏省,CONSUME,01,,31.85801681334444,120.59022749737194,ANDROID,,0
LXJ_CODE,100000,,盖州市,营口奥雪冷藏储运有限公司,F,17,APP,4.0,36.0,M,汉,6466.0,3.0,01,MOTHER,FRIENDS,2,70,辽宁省,CONSUME,01,,40.37323757595486,122.37074164496528,ANDROID,false,0
LXJ_CODE,100000,301,周口市,阿尔本服饰有限公司,C,24,APP,3.0,34.1,F,汉,342.0,3.0,01,FATHER,FRIENDS,1,70,河南省,CONSUME,01,,33.51430255359483,114.4688430968973,ANDROID,false,0
YXM_CODE,,,东营市,,,,,,,,,,,,,,,,山东省,,,,,,,,1
LXJ_CODE,100000,105,枣庄市,枣庄旭科通信工程有限公司,G,13,APP,2.0,40.6,M,汉,5963.0,4.0,01,PARENTS,CHILDREN,1,87.647,山东省,CONSUME,01,,34.76058550147183,117.49581977822972,ANDROID,,0
LXJ_CODE,100000,105,孝感市,顺丰速运,Z,90,XCX,2.0,30.6,M,汉,6140.0,2.0,01,PARENTS,MATE,1,70,湖北省,CONSUME,01,,30.583830023871528,114.28786919487847,ANDROID,,0
HXQB_CODE,100000,102,广安市,武胜县沿口肖钢日用百货经营部,F,17,APP,3.0,44.9,M,汉,3303.0,4.0,01,MATE,OTHER,1,89.613,四川省,CONSUME,01,,30.375078572153926,106.26250711847999,ANDROID,,0
HXQB_CODE,100000,105,衡水市,北京中联质建装饰工程有限公司,E,24,APP,4.0,33.3,M,汉,4744.0,3.0,01,FATHER,FRIENDS,1,70,河北省,CONSUME,01,,40.162735,116.494588,ANDROID,,0
YXM_CODE,,,济南市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
LXJ_CODE,100000,105,德阳市,德阳市大林吊装有限公司,Z,90,XCX,4.0,47.9,M,汉,4033.0,2.0,01,MATE,FRIENDS,2,90.688,四川省,CONSUME,01,,31.11187745622058,104.41967286201556,ANDROID,,0
LXJ_CODE,100000,104,邯郸市,河北钢铁集团邯钢公司,C,24,APP,4.0,39.6,M,汉,5304.0,2.0,01,MATE,FRIENDS,1,95.0,河北省,CONSUME,01,,36.60522069274779,114.43906443745155,ANDROID,false,0
YXM_CODE,,,盐城市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
LXJ_CODE,100000,105,郴州市,方寸科技有限公司,G,13,XCX,3.0,26.5,M,汉,759.0,2.0,01,PARENTS,SIBLING,2,82.80253,湖南省,CONSUME,01,,25.503745,112.707622,ANDROID,,0
HXQB_CODE,100000,301,丹东市,上海万摩科技,Z,90,APP,4.0,39.7,M,满,4215.0,4.0,01,RELATIVES,FRIENDS,2,88.676,辽宁省,CONSUME,01,,31.176853556516137,121.30357895972135,ANDROID,,0
LXJ_CODE,100000,,陇南市,七里河宏博口腔,H,54,APP,3.0,23.6,F,汉,2289.0,4.0,01,PARENTS,FRIENDS,2,83.004,甘肃省,CONSUME,01,,34.07184624565972,105.7369211154514,ANDROID,false,0
JY_CODE,100000,105,亳州市,布石皮草,H,54,XCX,2.0,30.6,F,汉,5964.0,3.0,01,PARENTS,RELATIVES,2,70,安徽省,CONSUME,01,,33.83351043265101,115.79002668585712,ANDROID,,0
LXJ_CODE,100000,104,梅州市,梅江区梅思幼儿园,P,13,APP,4.0,35.5,F,汉,5588.0,4.0,01,MATE,FRIENDS,3,71.823,广东省,CONSUME,01,,24.308762602062079,116.13571430072574,ANDROID,,0
LXJ_CODE,100000,,佳木斯市,养殖有限公司,Z,90,XCX,2.0,42.1,F,,3236.0,4.0,01,PARENTS,FRIENDS,3,70,黑龙江省,CONSUME,01,,47.028816852925597,130.72554944886407,ANDROID,,0
JY_CODE,100000,103,无锡市,江阴市鹏宏废金属有限公司,Z,90,APP,3.0,45.4,M,汉,1415.0,2.0,01,PARENTS,FRIENDS,1,70,江苏省,CONSUME,01,,31.886802003119845,120.16564511789879,ANDROID,,0
YXM_CODE,,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,0
LXJ_CODE,100000,,北京市,国家知识产权局,Z,90,APP,3.0,41.6,F,满,3615.0,2.0,01,PARENTS,OTHER,1,83.587,北京市,CONSUME,01,,39.883984,116.233964,ANDROID,false,0
JY_CODE,100000,105,阜新市,小勇果蔬批发,H,54,XCX,2.0,49.3,M,汉,69.0,4.0,01,PARENTS,FRIENDS,1,70,辽宁省,CONSUME,01,,42.02772693566396,121.63563269633618,ANDROID,,0
LXJ_CODE,100000,102,毕节市,顺丰快递,Z,90,XCX,3.0,28.3,M,,849.0,3.0,01,PARENTS,COLLEAGUE,2,94.68,贵州省,CONSUME,01,,26.704298,105.257848,ANDROID,,0
LXJ_CODE,100000,,广安市,汕头市潮南区永联发,C,24,XCX,2.0,49.9,M,汉,3527.0,2.0,,MATE,RELATIVES,1,79.464,四川省,CONSUME,02,,23.164059,116.549185,ANDROID,,0
HXQB_CODE,100000,103,绍兴市,隋哲纺织,C,24,APP,2.0,34.1,F,汉,4669.0,2.0,,PARENTS,SIBLING,1,70,浙江省,CONSUME,01,,30.1288797534194,120.56272651158538,ANDROID,,0
YXM_CODE,,,邢台市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
LXJ_CODE,100000,302,上海市,黑石中国,H,54,XCX,4.0,45.1,M,汉,672.0,4.0,01,PARENTS,OTHER,1,70,上海市,CONSUME,01,,31.223885691182177,121.58173014986001,ANDROID,,0
XYF_CODE,10000,,哈尔滨市,肖善成个人工作室,H,54,XCX,3.0,33.3,M,汉,366.0,4.0,,PARENTS,OTHER,2,70,黑龙江省,CONSUME,,12,39.112227,117.218748,ANDROID,,0
JY_CODE,100000,105,高邮市,扬州浩越包装彩印有限公司,C,24,APP,2.0,31.5,F,汉,56.0,2.0,01,MATE,RELATIVES,1,79.28437,江苏省,CONSUME,01,,32.80232375972685,119.48137095822618,ANDROID,,0
LXJ_CODE,100000,301,宜昌市,冯文浩个人工作室,Z,90,XCX,2.0,25.5,M,汉,1638.0,4.0,01,MATE,FATHER,2,87.759,湖北省,CONSUME,01,,30.54753086812363,111.44815778599616,ANDROID,,0
LXJ_CODE,100000,,温州市,湖南凯风房地产有限公司,Z,90,XCX,4.0,34.4,M,汉,5725.0,2.0,01,PARENTS,OTHER,2,70,浙江省,CONSUME,01,,27.877202690972222,113.14404541015625,ANDROID,,0
LXJ_CODE,100000,103,滨州市,滨州学院,P,13,APP,4.0,45.5,M,汉,688.0,3.0,01,PARENTS,FRIENDS,2,70,山东省,CONSUME,01,,36.845866496671529,117.75844684896673,ANDROID,false,0
HXQB_CODE,100000,301,徐州市,国和路610弄,C,24,XCX,3.0,37.3,F,汉,4536.0,4.0,01,MOTHER,SIBLING,3,70,江苏省,CONSUME,01,,33.8077913032722,117.89033943864468,ANDROID,,1
YXM_CODE,,,温州市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
LXJ_CODE,100000,,海伦市,夏文超个人工作室,Z,90,XCX,4.0,27.4,M,汉,832.0,3.0,01,MOTHER,FRIENDS,2,86.561,黑龙江省,CONSUME,01,,29.65705756293403,91.07181694878473,ANDROID,false,0
YXM_CODE,,,盐城市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
LXJ_CODE,100000,403,吉林市,磐石市东宁街少华汽车装饰,H,54,APP,3.0,28.1,M,汉,1094.0,2.0,01,FATHER,FATHER,2,70,吉林省,CONSUME,01,,42.948922,126.048332,ANDROID,false,0
HXQB_CODE,100000,,安康市,北京五一嘉峪科技有限公司,G,13,APP,3.0,28.0,M,汉,129.0,3.0,01,FATHER,RELATIVES,2,70,陕西省,CONSUME,01,,40.12626,116.205327,ANDROID,,0
LXJ_CODE,100000,,赤峰市,赤峰东华物业服务有限公司,Z,90,APP,4.0,33.2,M,蒙古,5719.0,4.0,01,FATHER,FRIENDS,2,70,内蒙古自治区,CONSUME,01,,42.242061,118.882978,ANDROID,false,0
LXJ_CODE,100000,103,廊坊市,天宇五金,H,54,XCX,2.0,27.1,M,汉,1008.0,3.0,01,MATE,FRIENDS,1,91.719,河北省,CONSUME,01,,39.15572527675348,116.40101958231988,IOS,,0
LXJ_CODE,100000,102,周口市,兴东园林绿化管理有限公司,E,24,APP,2.0,31.1,M,汉,1375.0,2.0,01,MOTHER,FRIENDS,1,90.326,河南省,CONSUME,01,,33.65696722139376,115.18291965615538,IOS,,0
JY_CODE,100000,103,泰州市,康宝莱营养奶昔俱乐部,R,17,APP,2.0,38.1,F,汉,4015.0,2.0,01,MATE,COLLEAGUE,1,79.75691,江苏省,CONSUME,01,,32.44246605066749,119.9612623038322,ANDROID,,0
LXJ_CODE,100000,302,宁波市,周潜模具有限公司,H,54,APP,2.0,45.8,M,汉,3562.0,3.0,01,PARENTS,COLLEAGUE,1,70,浙江省,CONSUME,01,,28.114262015380516,113.02016833209427,ANDROID,,0
HXQB_CODE,100000,102,北京市,装甲车学院,P,13,APP,3.0,34.7,M,汉,4380.0,4.0,01,MATE,MATE,1,87.351,北京市,CONSUME,01,,39.85509127652445,116.2102998072829,ANDROID,,0
LXJ_CODE,100000,,淮南市,利辛县超学养殖场,Z,90,XCX,4.0,33.2,F,汉,6711.0,2.0,01,MATE,RELATIVES,2,70,安徽省,CONSUME,01,,32.9462486048633,116.36129239788829,ANDROID,,0
LXJ_CODE,100000,,景德镇市,辰色餐饮,Z,90,XCX,2.0,41.3,M,汉,3933.0,3.0,,MOTHER,FRIENDS,1,70,江西省,CONSUME,01,,28.598906792534724,115.86659071180556,ANDROID,,0
HXQB_CODE,100000,104,合肥市,安徽一杯茶电子商务有限公司,G,13,APP,4.0,37.1,M,汉,3870.0,4.0,01,MATE,COLLEAGUE,1,87.845,安徽省,CONSUME,01,,31.894433778813867,117.48936127737029,IOS,,0
LXJ_CODE,100000,105,石家庄市,河北路桥建设有限公司,E,24,APP,3.0,42.6,M,汉,4271.0,3.0,01,SIBLING,MATE,1,92.752,河北省,CONSUME,01,,37.97716940283247,114.06904710426925,ANDROID,,0
YXM_CODE,,,福州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
JY_CODE,100000,105,鞍山市,沈阳贝家房地产经纪有限公司,K,17,APP,3.0,30.7,M,汉,7110.0,4.0,01,PARENTS,FRIENDS,2,70,辽宁省,CONSUME,01,,41.39293136733475,122.44107500505375,ANDROID,,0
LXJ_CODE,100000,105,保定市,保定市拘留所,Z,90,APP,2.0,40.4,F,汉,3967.0,4.0,01,MOTHER,FRIENDS,1,70,河北省,CONSUME,01,,38.764466,115.478876,ANDROID,false,0
LXJ_CODE,100000,103,襄阳市,深圳市尚酷体育发展有限公司,Z,90,APP,2.0,44.9,M,汉,563.0,4.0,01,MATE,PARENTS,1,99.14953,湖北省,CONSUME,01,,22.66377525892645,114.29631922381646,ANDROID,,0
LXJ_CODE,100000,104,焦作市,隆丰革乐美时尚有限公司,Z,90,APP,4.0,36.1,M,汉,4030.0,2.0,01,FATHER,FRIENDS,1,92.88721,河南省,CONSUME,01,,34.9090566999667,112.78766717834208,ANDROID,false,0
